2023-07-25 20:21:06:140 : $BUMP,1678121263,76642,33.33,42.95,55330.93,32.43,1001.00,-0.12,0.060,12.053,387
2023-07-25 20:21:06:240 : $BUMP,1678121263,76741,33.32,42.96,55321.89,32.43,1002.00,-0.11,0.060,12.053,385
2023-07-25 20:21:06:340 : $BUMP,1678121263,76839,33.33,42.95,55328.21,32.43,1002.00,-0.11,0.060,12.053,385
2023-07-25 20:21:06:440 : $BUMP,1678121263,76937,33.33,42.97,55330.93,32.43,1002.00,-0.11,0.060,12.053,384
2023-07-25 20:21:06:540 : $BUMP,1678121264,77036,33.33,42.97,55327.77,32.43,1002.00,-0.11,0.075,12.053,385
2023-07-25 20:21:06:640 : $BUMP,1678121264,77134,33.32,42.82,55321.89,32.43,1001.00,-0.12,0.060,12.053,385
2023-07-25 20:21:06:740 : $BUMP,1678121264,77232,33.33,42.96,55328.21,32.43,1002.00,-0.11,0.060,12.053,386
2023-07-25 20:21:06:841 : $BUMP,1678121264,77330,33.33,42.82,55325.05,32.43,1001.00,-0.12,0.060,12.053,386
2023-07-25 20:21:06:945 : $BUMP,1678121264,77429,33.33,42.96,55320.03,32.43,1002.00,-0.11,0.060,12.053,385
2023-07-25 20:21:07:045 : $BUMP,1678121264,77527,33.34,42.96,55328.64,32.43,1002.00,-0.11,0.060,12.053,386
2023-07-25 20:21:07:145 : $BUMP,1678121264,77625,33.33,42.95,55327.77,32.43,1002.00,-0.11,0.060,12.053,386
2023-07-25 20:21:07:245 : $BUMP,1678121264,77723,33.33,42.96,55330.50,32.43,1002.00,-0.11,0.060,12.053,386
2023-07-25 20:21:07:345 : $BUMP,1678121264,77822,33.33,42.95,55336.38,32.43,1002.00,-0.11,0.060,12.053,385
2023-07-25 20:21:07:446 : $BUMP,1678121264,77920,33.33,42.95,55330.93,32.43,1002.00,-0.11,0.060,12.053,386
2023-07-25 20:21:07:546 : $BUMP,1678121265,78018,33.32,42.96,55327.34,32.43,1001.00,-0.12,0.060,12.053,387
2023-07-25 20:21:07:646 : $BUMP,1678121265,78117,33.34,42.95,55334.09,32.43,1002.00,-0.11,0.060,12.053,386
2023-07-25 20:21:07:746 : $BUMP,1678121265,78215,33.33,43.18,55333.66,32.43,1001.00,-0.12,0.060,12.053,386
2023-07-25 20:21:07:846 : $BUMP,1678121265,78313,33.34,42.98,55325.91,32.43,1002.00,-0.11,0.060,12.053,386
2023-07-25 20:21:07:946 : $BUMP,1678121265,78411,33.34,42.95,55323.19,32.43,1001.00,-0.12,0.060,12.053,388
2023-07-25 20:21:08:047 : $BUMP,1678121265,78510,33.33,42.96,55330.50,32.43,1001.00,-0.12,0.060,12.053,386
2023-07-25 20:21:08:147 : $BUMP,1678121265,78608,33.33,42.96,55333.22,32.43,1001.00,-0.12,0.060,12.053,387
2023-07-25 20:21:08:247 : $BUMP,1678121265,78706,33.33,42.95,55333.22,32.43,1001.00,-0.12,0.060,12.053,387
2023-07-25 20:21:08:347 : $BUMP,1678121265,78805,33.33,42.95,55322.32,32.43,1001.00,-0.12,0.060,12.053,386
2023-07-25 20:21:08:447 : $BUMP,1678121265,78903,33.33,42.96,55328.21,32.43,1001.00,-0.12,0.060,12.053,386
2023-07-25 20:21:08:547 : $BUMP,1678121266,79001,33.33,42.95,55335.95,32.43,1002.00,-0.11,0.060,12.053,390
2023-07-25 20:21:08:648 : $BUMP,1678121266,79099,33.33,42.82,55333.22,32.43,1002.00,-0.11,0.060,12.053,386
2023-07-25 20:21:08:748 : $BUMP,1678121266,79198,33.33,42.97,55333.22,32.43,1002.00,-0.11,0.060,12.053,387
2023-07-25 20:21:08:848 : $BUMP,1678121266,79296,33.34,42.90,55325.91,32.43,1002.00,-0.11,0.060,12.053,387
2023-07-25 20:21:08:948 : $BUMP,1678121266,79394,33.34,42.95,55328.64,32.43,1002.00,-0.11,0.060,12.053,387
2023-07-25 20:21:09:048 : $BUMP,1678121266,79493,33.33,42.95,55325.05,32.43,1001.00,-0.12,0.060,12.053,386
2023-07-25 20:21:09:048 : $BUMP,1678121266,79591,33.34,42.98,55334.09,32.43,1002.00,-0.11,0.060,12.053,387
2023-07-25 20:21:09:149 : $BUMP,1678121266,79689,33.34,42.96,55331.37,32.43,1002.00,-0.11,0.060,12.053,387
2023-07-25 20:21:09:249 : $BUMP,1678121266,79787,33.33,42.97,55322.76,32.43,1002.00,-0.11,0.060,12.053,388
2023-07-25 20:21:09:349 : $BUMP,1678121266,79886,33.33,42.96,55330.93,32.43,1002.00,-0.11,0.060,12.053,388
2023-07-25 20:21:09:449 : $BUMP,1678121266,79984,33.34,42.67,55328.64,32.43,1002.00,-0.11,0.060,12.053,387
2023-07-25 20:21:09:549 : $BUMP,1678121267,80082,33.35,42.95,55329.51,32.43,1001.00,-0.12,0.060,12.053,388
2023-07-25 20:21:09:649 : $BUMP,1678121267,80181,33.34,42.91,55334.09,32.43,1002.00,-0.11,0.060,12.053,388
2023-07-25 20:21:09:750 : $BUMP,1678121267,80279,33.34,42.96,55331.80,32.43,1002.00,-0.11,0.060,12.053,387
2023-07-25 20:21:09:850 : $BUMP,1678121267,80377,33.34,42.97,55328.64,32.43,1002.00,-0.11,0.060,12.053,388
2023-07-25 20:21:09:950 : $BUMP,1678121267,80475,33.34,42.96,55331.37,32.43,1002.00,-0.11,0.060,12.053,388
2023-07-25 20:21:10:050 : $BUMP,1678121267,80574,33.33,42.93,55330.93,32.43,1002.00,-0.11,0.060,12.053,388
2023-07-25 20:21:10:150 : $BUMP,1678121267,80672,33.33,42.96,55330.93,32.43,1002.00,-0.11,0.060,12.053,391
2023-07-25 20:21:10:250 : $BUMP,1678121267,80770,33.33,42.97,55327.77,32.43,1002.00,-0.11,0.060,12.053,388
2023-07-25 20:21:10:351 : $BUMP,1678121267,80869,33.33,42.95,55330.50,32.43,1002.00,-0.11,0.060,12.053,389
2023-07-25 20:21:10:451 : $BUMP,1678121267,80967,33.33,42.96,55328.21,32.43,1002.00,-0.11,0.060,12.053,389
2023-07-25 20:21:10:551 : $BUMP,1678121268,81065,33.33,42.79,55327.77,32.43,1002.00,-0.11,0.060,12.053,389
2023-07-25 20:21:10:651 : $BUMP,1678121268,81163,33.33,42.95,55330.93,32.43,1002.00,-0.11,0.060,12.053,387
2023-07-25 20:21:10:751 : $BUMP,1678121268,81262,33.34,43.15,55326.35,32.43,1001.00,-0.12,0.060,12.053,389
2023-07-25 20:21:10:851 : $BUMP,1678121268,81360,33.34,42.98,55331.37,32.42,1001.00,-0.12,0.060,12.053,389
2023-07-25 20:21:10:951 : $BUMP,1678121268,81458,33.33,42.96,55333.22,32.43,1002.00,-0.11,0.060,12.053,389
2023-07-25 20:21:11:052 : $BUMP,1678121268,81557,33.33,42.95,55328.21,32.43,1002.00,-0.11,0.060,12.053,390
2023-07-25 20:21:11:152 : $BUMP,1678121268,81655,33.33,42.96,55327.77,32.43,1002.00,-0.11,0.060,12.053,389
2023-07-25 20:21:11:252 : $BUMP,1678121268,81753,33.33,42.98,55330.93,32.43,1002.00,-0.11,0.060,12.053,390
2023-07-25 20:21:11:352 : $BUMP,1678121268,81851,33.33,42.96,55328.21,32.43,1002.00,-0.11,0.060,12.053,389
2023-07-25 20:21:11:452 : $BUMP,1678121268,81950,33.34,43.23,55331.37,32.43,1001.00,-0.12,0.060,12.053,389
2023-07-25 20:21:11:554 : $BUMP,1678121269,82048,33.34,42.96,55325.91,32.43,1002.00,-0.11,0.060,12.053,389
2023-07-25 20:21:11:654 : $BUMP,1678121269,82146,33.34,43.12,55334.09,32.43,1001.00,-0.12,0.060,12.053,389
2023-07-25 20:21:11:754 : $BUMP,1678121269,82244,33.33,42.97,55333.66,32.43,1001.00,-0.12,0.060,12.053,390
2023-07-25 20:21:11:854 : $BUMP,1678121269,82343,33.33,42.96,55335.95,32.43,1002.00,-0.11,0.060,12.053,390
2023-07-25 20:21:11:954 : $BUMP,1678121269,82441,33.34,42.96,55339.54,32.43,1002.00,-0.11,0.060,12.053,390
2023-07-25 20:21:12:055 : $BUMP,1678121269,82539,33.34,42.97,55325.91,32.43,1001.00,-0.12,0.060,12.053,390
2023-07-25 20:21:12:155 : $BUMP,1678121269,82638,33.34,42.97,55331.37,32.43,1001.00,-0.12,0.060,12.053,391
2023-07-25 20:21:12:255 : $BUMP,1678121269,82736,33.34,42.97,55323.62,32.43,1002.00,-0.11,0.060,12.053,390
2023-07-25 20:21:12:355 : $BUMP,1678121269,82834,33.33,43.08,55330.93,32.43,1002.00,-0.11,0.060,12.053,390
2023-07-25 20:21:12:455 : $BUMP,1678121269,82932,33.34,42.96,55325.91,32.43,1002.00,-0.11,0.060,12.053,392
2023-07-25 20:21:12:555 : $BUMP,1678121270,83031,33.34,43.10,55331.37,32.43,1002.00,-0.11,0.060,12.053,391
2023-07-25 20:21:12:656 : $BUMP,1678121270,83129,33.34,42.97,55336.82,32.43,1002.00,-0.11,0.060,12.053,390
2023-07-25 20:21:12:758 : $BUMP,1678121270,83227,33.33,42.84,55330.50,32.43,1002.00,-0.11,0.060,12.053,390
2023-07-25 20:21:12:858 : $BUMP,1678121270,83326,33.33,42.96,55327.77,32.42,1002.00,-0.11,0.060,12.053,390
2023-07-25 20:21:12:958 : $BUMP,1678121270,83424,33.34,42.95,55331.80,32.43,1002.00,-0.11,0.060,12.053,391
2023-07-25 20:21:13:058 : $BUMP,1678121270,83522,33.34,42.98,55328.64,32.43,1002.00,-0.11,0.060,12.053,391
2023-07-25 20:21:13:159 : $BUMP,1678121270,83620,33.34,42.96,55325.91,32.42,1002.00,-0.11,0.060,12.053,391
2023-07-25 20:21:13:259 : $BUMP,1678121270,83719,33.35,42.97,55329.51,32.43,1001.00,-0.12,0.060,12.053,391
2023-07-25 20:21:13:359 : $BUMP,1678121270,83817,33.34,42.95,55334.09,32.43,1002.00,-0.11,0.060,12.053,391
